dataset_label,department_label,chunk_id,course_code,title,section,chunk_index,text,source_file
business,business,11,FNCE 2P91,by 12.5 credits to be eligible to continue in the BBA Co-op Double Degree program. A student who does not meet this requirement will not be permitted to continue in the program.,,1,Dataset: business Course: FNCE 2P91 - by 12.5 credits to be eligible to continue in the BBA Co-op Double Degree program. A student who does not meet this requirement will not be permitted to continue in the program. Description: Re-Admission and Transfer Eligibility The application form for re-admission or to transfer into the BAcc or BBA ( Declare or Change Major Application form) is available online at brocku.ca/webfm_send/1400 or at the Office of the Registrar. The Declare or Change Major Application form to transfer into the BAcc or BBA program must be completed and returned to the Office of the Registrar by June 1 or August 1 to be considered for admission to the program for the beginning of the subsequent Fall/Winter Session. The BAcc and BBA are limited enrolment programs. Admission is not guaranteed by attainment of the minimum requirements outlined below.,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,12,FNCE 2P91,by 12.5 credits to be eligible to continue in the BBA Co-op Double Degree program. A student who does not meet this requirement will not be permitted to continue in the program.,,2,"To be eligible for readmission to the BAcc program (or to transfer from the BBA or a combined major program), a student must meet all of the following requirements: Completion of at least two and one-half credits required in the BAcc program, including either",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,13,ACTG 1P91,and,,1,"Dataset: business Course: ACTG 1P91 - and Description: 2P12 or ACTG 1P01 and 1P02 . A minimum 70 percent average in BAcc major courses, 60 percent non-major average, a minimum 75 percent ACTG average and permission of the Chair. To be eligible for readmission to the BBA program (or to transfer from another program), a student must meet all of the following requirements: Completion of",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,14,MKTG 3P96,in the Winter term of Year 3. One of,,1,Dataset: business Course: MKTG 3P96 - in the Winter term of Year 3. One of,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,15,FNCE 3P96,",",,1,"Dataset: business Course: FNCE 3P96 - , Description: 4P03 , 4P05 would be taken in Fall of Year 4. 5. The program of study at EBS will consist of regularly offered courses taught in English and by regular EBS faculty. Brock students will be required to study the German language as part of the EBS Double Degree program. The program of study at Reutlingen will consist of regularly offered courses taught primarily in German and by regular Reutlingen faculty. Brock students will be required to study the German language as part of the Reutlingen Double Degree program. Students are required to complete 2.0 German credits for both programs from the following: Students who have not completed Ontario 4U/M German language or equivalent will take",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,16,ITIS 1P97,MATH 1P97,,1,Dataset: business Course: ITIS 1P97 - MATH 1P97,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,17,ACTG 2P21,",",,1,"Dataset: business Course: ACTG 2P21 - , Description: 2P31 , 2P32 and 2P97",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,18,FNCE 2P91,MKTG 2P91,,1,Dataset: business Course: FNCE 2P91 - MKTG 2P91,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,19,OBHR 2P91,OPER 2P91,,1,Dataset: business Course: OBHR 2P91 - OPER 2P91 Description: one-half elective credit Year 3,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,20,ACTG 3P23,",",,1,"Dataset: business Course: ACTG 3P23 - , Description: 3P33 , 3P43 , 3P63 and 3P97",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,21,ETHC 3P82,FNCE 3P93,,1,Dataset: business Course: ETHC 3P82 - FNCE 3P93 Description: one Humanities context credit one-half elective credit Year 4,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,22,ACTG 4P11,",",,1,"Dataset: business Course: ACTG 4P11 - , Description: 4P12 , 4P34 , 4P43 , 4P63 and 4P97",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,23,MGMT 4P90,one and one-half elective credit,,1,Dataset: business Course: MGMT 4P90 - one and one-half elective credit Description: Bachelor of Accounting Co-op (Honours only) Year 1,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,24,ACTG 2P31,",",,1,"Dataset: business Course: ACTG 2P31 - , Description: 2P97 and 3P43",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,25,FNCE 2P91,Winter Term:,,1,Dataset: business Course: FNCE 2P91 - Winter Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,26,ACTG 3P63,and,,1,Dataset: business Course: ACTG 3P63 - and Description: 4P43,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,27,OPER 2P91,MKTG 2P91,,1,Dataset: business Course: OPER 2P91 - MKTG 2P91 Description: one-half elective credit Winter Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,28,ACTG 3P23,and,,1,Dataset: business Course: ACTG 3P23 - and Description: 3P33,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,29,ACTG 4P34,and,,1,Dataset: business Course: ACTG 4P34 - and Description: 4P63,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,30,OBHR 2P91,one-half elective,,1,Dataset: business Course: OBHR 2P91 - one-half elective Description: Year 5 Fall Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,31,MGMT 4P90,one-half elective credit,,1,Dataset: business Course: MGMT 4P90 - one-half elective credit Description: Bachelor of Accounting for Students Holding Other Degrees Students holding a university degree in which the major area of study is other than a Business discipline and with a minimum 70 percent overall average may be admitted and receive a maximum of 10 credits towards a Bachelor of Accounting degree (offered as an Honours program only). Students who have been granted fewer than 10 advanced standing credits will require more than 10 Brock credits to complete the requirements. Bachelor of Business Administration Students who have successfully completed Year 1 and 2 required BBA courses may apply for admission to an area of concentration provided they meet the specific requirements of the concentration as outlined below.,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,32,MGMT 4P90,one-half elective credit,,2,"Students must submit a Declare or Change Major Application form (brocku.ca/webfm_send/1400) to the Office of the Registrar to apply to a concentration. The deadline to submit a concentration application is June 1 and August 1. Concentration in Accounting To concentrate in Accounting, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent average in either",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,33,ACTG 1P91,ECON 1P91,,1,Dataset: business Course: ACTG 1P91 - ECON 1P91 Description: and 1P92,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,34,ITIS 1P97,MGMT 1P93,,1,Dataset: business Course: ITIS 1P97 - MGMT 1P93 Description: and 1P96,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,35,ACTG 2P12,and,,1,Dataset: business Course: ACTG 2P12 - and Description: 2P40,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,36,FNCE 2P91,ITIS 2P91,,1,Dataset: business Course: FNCE 2P91 - ITIS 2P91,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,37,MKTG 2P91,OBHR 2P91,,1,Dataset: business Course: MKTG 2P91 - OBHR 2P91,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,38,OPER 2P91,one-half elective credit,,1,Dataset: business Course: OPER 2P91 - one-half elective credit Description: Year 3,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,39,FNCE 3P93,ETHC 3P82,,1,Dataset: business Course: FNCE 3P93 - ETHC 3P82,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,40,MKTG 3P24,OBHR 3P97,,1,Dataset: business Course: MKTG 3P24 - OBHR 3P97 Description: the Humanities context credit or Sciences context credit not taken in Year 1 Year 4,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,41,MGMT 3P98,and,,1,"Dataset: business Course: MGMT 3P98 - and Description: 4P90 three elective credits Concentration in Entrepreneurship To concentrate in Entrepreneurship, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,42,MGMT 3P98,MKTG 3P24,,1,Dataset: business Course: MGMT 3P98 - MKTG 3P24,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,43,OBHR 3P97,the,,1,Dataset: business Course: OBHR 3P97 - the Description: Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,44,MGMT 4P90,one and one-half,,1,Dataset: business Course: MGMT 4P90 - one and one-half Description: ENTR credits numbered 3 (alpha) 90 or above one credit from,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,45,ACTG 4P40,",",,1,"Dataset: business Course: ACTG 4P40 - , Description: ENTR 3 (alpha) 90 or above,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,46,OBHR 3P96,",",,1,"Dataset: business Course: OBHR 3P96 - , Description: 4P65 one-half credit from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one and one-half elective credits Concentration in Finance To concentrate in Finance, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent grade in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,47,FNCE 2P91,and a minimum 70 percent,,1,Dataset: business Course: FNCE 2P91 - and a minimum 70 percent Description: FNCE average. Year 1,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,48,FNCE 4P04,and,,1,Dataset: business Course: FNCE 4P04 - and Description: 4P16,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,49,MGMT 4P90,one-half credit from,,1,"Dataset: business Course: MGMT 4P90 - one-half credit from Description: ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER two FNCE credits numbered 4 (alpha) 00 or above one elective credit Concentration in General Management To concentrate in General Management, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, and a minimum 70 percent average in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,50,FNCE 2P91,",",,1,"Dataset: business Course: FNCE 2P91 - ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,51,MKTG 2P91,",",,1,"Dataset: business Course: MKTG 2P91 - ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,52,OBHR 2P91,and,,1,Dataset: business Course: OBHR 2P91 - and,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,53,OPER 2P91,.,,1,Dataset: business Course: OPER 2P91 - . Description: Year 1,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,54,OBHR 3P97,one-half credit from,,1,"Dataset: business Course: OBHR 3P97 - one-half credit from Description: ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER the Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4 One of",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,55,MGMT 4P90,MKTG 3P96,,1,"Dataset: business Course: MGMT 4P90 - MKTG 3P96 Description: one-half OBHR credit numbered 3 (alpha) 90 or above one and one-half credits from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,56,OBHR 2P91,or a minimum 70 percent average in,,1,Dataset: business Course: OBHR 2P91 - or a minimum 70 percent average in,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,57,ACTG 1P91,",",,1,"Dataset: business Course: ACTG 1P91 - , Description: 2P12 ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,58,OBHR 2P91,",",,1,"Dataset: business Course: OBHR 2P91 - , Description: 3P42 , 3P96 , 3P97 , 3P98 , 4P66 , 4P67 , 4P69 , 4P94 Year 1",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,59,OBHR 3P42,and,,1,Dataset: business Course: OBHR 3P42 - and Description: 3P97 the Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,60,MGMT 4P90,OBHR 3P96,,1,"Dataset: business Course: MGMT 4P90 - OBHR 3P96 Description: two and one-half OBHR credits numbered 3 (alpha) 90 or above one and one-half elective credits Concentration in Information Systems To concentrate in Information Systems, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent grade in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,61,ITIS 2P91,and a minimum 70 percent,,1,Dataset: business Course: ITIS 2P91 - and a minimum 70 percent Description: ITIS average. Year 1,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,62,ITIS 3P98,MGMT 3P98,,1,Dataset: business Course: ITIS 3P98 - MGMT 3P98,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,63,ITIS 4P22,and,,1,Dataset: business Course: ITIS 4P22 - and Description: 4P25,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,64,MGMT 4P90,one credit numbered 3,,1,"Dataset: business Course: MGMT 4P90 - one credit numbered 3 Description: (alpha) 90 or above from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one and one-half credits from ITIS 3 (alpha) 90 or above, OPER 3 (alpha) 90 or above (see program note 3 ) one elective credit Concentration in International Business To concentrate in International Business, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,65,MGMT 4P90,one credit from,,1,"Dataset: business Course: MGMT 4P90 - one credit from Description: ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER two credits from",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,66,MGMT 4P35,",",,1,"Dataset: business Course: MGMT 4P35 - , Description: 4P36 , 4P94 ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,67,MKTG 4P33,",",,1,"Dataset: business Course: MKTG 4P33 - , Description: 4P34 ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,68,OBHR 4P90,one elective credit or one language credit other than English numbered 1,,1,"Dataset: business Course: OBHR 4P90 - one elective credit or one language credit other than English numbered 1 Description: (alpha) 90 or above one-half elective credit Concentration in Marketing To concentrate in Marketing, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, either a minimum 70 percent grade in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,69,MKTG 2P91,or a minimum 70 percent average in,,1,Dataset: business Course: MKTG 2P91 - or a minimum 70 percent average in,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,70,MKTG 2P91,and,,1,"Dataset: business Course: MKTG 2P91 - and Description: 3P24 , and a minimum 70 percent MKTG average. Year 1",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,71,MKTG 3P96,or,,1,Dataset: business Course: MKTG 3P96 - or Description: 3P98,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,72,MGMT 4P90,MKTG 4P25,,1,Dataset: business Course: MGMT 4P90 - MKTG 4P25,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,73,MKTG 4P31,or,,1,"Dataset: business Course: MKTG 4P31 - or Description: 4P29 one-half credit from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,74,OPER 2P91,and a minimum 70 percent,,1,Dataset: business Course: OPER 2P91 - and a minimum 70 percent Description: OPER average. Year 1,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,75,OBHR 3P97,one-half,,1,Dataset: business Course: OBHR 3P97 - one-half Description: ITIS or OPER 3 (alpha) 90 or above credit (see program note 3 ) the Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,76,FNCE 3P93,MGMT 3P98,,1,Dataset: business Course: FNCE 3P93 - MGMT 3P98,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,77,ETHC 3P82,MGMT 4P90,,1,Dataset: business Course: ETHC 3P82 - MGMT 4P90,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,78,MGMT 4P90,two credits from,,1,"Dataset: business Course: MGMT 4P90 - two credits from Description: ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,79,ACTG 2P12,ADMI 0N90,,1,Dataset: business Course: ACTG 2P12 - ADMI 0N90,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,80,ITIS 2P91,FNCE 2P91,,1,Dataset: business Course: ITIS 2P91 - FNCE 2P91 Description: and 3P93,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,81,OPER 2P91,Year 3,,1,Dataset: business Course: OPER 2P91 - Year 3 Description: Fall Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,82,MGMT 3P98,one credit from,,1,"Dataset: business Course: MGMT 3P98 - one credit from Description: ACTG , ENTR , FNCE , MGMT , ITIS , MKTG , OBHR , OPER ,",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,83,ACTG 2P40,ETHC 3P82,,1,Dataset: business Course: ACTG 2P40 - ETHC 3P82 Description: one elective credit Year 5 Fall Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,84,ACTG 2P21,and,,1,Dataset: business Course: ACTG 2P21 - and Description: 2P40,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,85,ETHC 3P82,one-half,,1,Dataset: business Course: ETHC 3P82 - one-half Description: Humanities context credit one elective credit (see program notes 1 and 2 ) Spring/Summer Sessions:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,86,ACTG 2P31,and,,1,Dataset: business Course: ACTG 2P31 - and Description: 3P97,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,87,MGMT 3P98,one-half,,1,Dataset: business Course: MGMT 3P98 - one-half Description: Humanities context credit Winter Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,88,ACTG 2P32,one and one-half elective credits (see,,1,Dataset: business Course: ACTG 2P32 - one and one-half elective credits (see Description: program note 1 ) Year 5 Fall Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,89,MGMT 4P90,one elective credit (see,,1,"Dataset: business Course: MGMT 4P90 - one elective credit (see Description: program note 1 ) Concentration in Entrepreneurship Co-op (Honours only) To concentrate in Entrepreneurship, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,90,FNCE 2P91,and,,1,Dataset: business Course: FNCE 2P91 - and Description: 3P93,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,91,ITIS 2P91,MKTG 2P91,,1,Dataset: business Course: ITIS 2P91 - MKTG 2P91 Description: and 3P24,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,92,MGMT 4P90,two,,1,"Dataset: business Course: MGMT 4P90 - two Description: ENTR credits numbered 3 (alpha) 90 or above Concentration in Finance Co-op (Honours only) To concentrate in Finance, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent grade in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,93,FNCE 3P96,one-half,,1,Dataset: business Course: FNCE 3P96 - one-half Description: Humanities context credit one and one-half elective credit (see program note 1 ) Spring/Summer Sessions:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,94,MGMT 3P98,MKTG 3P96,,1,"Dataset: business Course: MGMT 3P98 - MKTG 3P96 Description: (see program note 5 ) one-half credit from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one-half Humanities context credit one-half elective credits Winter Term:",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,95,MGMT 4P90,one-half,,1,"Dataset: business Course: MGMT 4P90 - one-half Description: OBHR credit numbered 3 (alpha) 90 or above one and one-half credits from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER Concentration in Human Resource Management Co-op (Honours only) To concentrate in Human Resource Management, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, either a minimum 70 percent grade in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,96,MGMT 3P98,OBHR 3P42,,1,Dataset: business Course: MGMT 3P98 - OBHR 3P42 Description: and 3P96 one-half Humanities context credit one-half elective credit Winter Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,97,ITIS 3P98,one-half credit from,,1,"Dataset: business Course: ITIS 3P98 - one-half credit from Description: ITIS 3 (alpha) 90 or above, OPER 3 (alpha) 90 or above (see program note 4 ) one-half Humanities context credit one elective credit (see program note 1 ) Spring/Summer Sessions:",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,98,MGMT 4P90,one-half credit numbered from,,1,"Dataset: business Course: MGMT 4P90 - one-half credit numbered from Description: ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one credit from ITIS 3 (alpha) 90 or above, OPER 3 (alpha) 90 or above (see program note 3 ) one-half elective Concentration in International Business Co-op (Honours only) To concentrate in International Business, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,99,OBHR 4P90,one-half,,1,Dataset: business Course: OBHR 4P90 - one-half Description: Humanities context credit one elective credit (see program note 1 ) Spring/Summer Sessions:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,100,MGMT 3P98,one-half credit from,,1,"Dataset: business Course: MGMT 3P98 - one-half credit from Description: ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR one of",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,101,OBHR 4P90,one elective credit,,1,"Dataset: business Course: OBHR 4P90 - one elective credit Description: Concentration in Marketing Co-op (Honours only) To concentrate in Marketing, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, either a minimum 70 percent grade in",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,102,MGMT 3P98,MKTG 4P25,,1,Dataset: business Course: MGMT 3P98 - MKTG 4P25,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,103,MGMT 3P98,one,,1,Dataset: business Course: MGMT 3P98 - one Description: ITIS or OPER 3 (alpha) 90 or above credit (see program note 3 ) one-half Humanities context credit one-half elective credit Winter Term:,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,104,OPER 2P91,"Year 3, 4 and 5:",,1,"Dataset: business Course: OPER 2P91 - Year 3, 4 and 5: Description: Contact the Goodman School of Business and Department of Political Science for Co-op program sequencing",2024-2025-Undergraduate-Calendar-Business-2.html
business,business,105,ACTG 2P40,ENTR 2P91,,1,Dataset: business Course: ACTG 2P40 - ENTR 2P91,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,106,ETHC 3P82,MGMT 3P98,,1,Dataset: business Course: ETHC 3P82 - MGMT 3P98 Description: and 4P90,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,107,ACTG 2P51,ECON 1P91,,1,Dataset: business Course: ACTG 2P51 - ECON 1P91,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,108,ETHC 2P51,FNCE 2P51,,1,Dataset: business Course: ETHC 2P51 - FNCE 2P51,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,109,ITIS 2P51,MGMT 1P93,,1,Dataset: business Course: ITIS 2P51 - MGMT 1P93 Description: or,2024-2025-Undergraduate-Calendar-Business-2.html
