dataset_label,department_label,course_code,subject,number,section,title,description,prerequisites,corequisites,restrictions,notes,delivery,source_file
business,business,ACTG 2P12,ACTG,2P12,,and,2P40,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 2P91,FNCE,2P91,,ITIS 2P91,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 2P91,MKTG,2P91,,OBHR 2P91,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P91,OPER,2P91,,one-half elective credit,Year 3,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 3P93,FNCE,3P93,,ETHC 3P82,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 3P24,MKTG,3P24,,OBHR 3P97,the Humanities context credit or Sciences context credit not taken in Year 1 Year 4,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,and,"4P90 three elective credits Concentration in Entrepreneurship To concentrate in Entrepreneurship, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,MKTG 3P24,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 3P97,OBHR,3P97,,the,Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one and one-half,ENTR credits numbered 3 (alpha) 90 or above one credit from,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 4P40,ACTG,4P40,,",","ENTR 3 (alpha) 90 or above,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 3P96,OBHR,3P96,,",","4P65 one-half credit from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one and one-half elective credits Concentration in Finance To concentrate in Finance, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent grade in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 2P91,FNCE,2P91,,and a minimum 70 percent,FNCE average. Year 1,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 4P04,FNCE,4P04,,and,4P16,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one-half credit from,"ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER two FNCE credits numbered 4 (alpha) 00 or above one elective credit Concentration in General Management To concentrate in General Management, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, and a minimum 70 percent average in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 2P91,FNCE,2P91,,",",,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 2P91,MKTG,2P91,,",",,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 2P91,OBHR,2P91,,and,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P91,OPER,2P91,,.,Year 1,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 3P97,OBHR,3P97,,one-half credit from,"ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER the Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4 One of",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,MKTG 3P96,"one-half OBHR credit numbered 3 (alpha) 90 or above one and one-half credits from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 2P91,OBHR,2P91,,or a minimum 70 percent average in,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 1P91,ACTG,1P91,,",","2P12 ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 2P91,OBHR,2P91,,",","3P42 , 3P96 , 3P97 , 3P98 , 4P66 , 4P67 , 4P69 , 4P94 Year 1",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 3P42,OBHR,3P42,,and,3P97 the Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,OBHR 3P96,"two and one-half OBHR credits numbered 3 (alpha) 90 or above one and one-half elective credits Concentration in Information Systems To concentrate in Information Systems, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent grade in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 2P91,ITIS,2P91,,and a minimum 70 percent,ITIS average. Year 1,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 3P98,ITIS,3P98,,MGMT 3P98,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 4P22,ITIS,4P22,,and,4P25,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one credit numbered 3,"(alpha) 90 or above from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one and one-half credits from ITIS 3 (alpha) 90 or above, OPER 3 (alpha) 90 or above (see program note 3 ) one elective credit Concentration in International Business To concentrate in International Business, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one credit from,"ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER two credits from",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P35,MGMT,4P35,,",","4P36 , 4P94 ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 4P33,MKTG,4P33,,",","4P34 ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 4P90,OBHR,4P90,,one elective credit or one language credit other than English numbered 1,"(alpha) 90 or above one-half elective credit Concentration in Marketing To concentrate in Marketing, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, either a minimum 70 percent grade in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 2P91,MKTG,2P91,,or a minimum 70 percent average in,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 2P91,MKTG,2P91,,and,"3P24 , and a minimum 70 percent MKTG average. Year 1",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 3P96,MKTG,3P96,,or,3P98,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,MKTG 4P25,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 4P31,MKTG,4P31,,or,"4P29 one-half credit from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P91,OPER,2P91,,and a minimum 70 percent,OPER average. Year 1,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 3P97,OBHR,3P97,,one-half,ITIS or OPER 3 (alpha) 90 or above credit (see program note 3 ) the Humanities context credit or Sciences context credit not taken in Year 1 one elective credit Year 4,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 3P93,FNCE,3P93,,MGMT 3P98,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ETHC 3P82,ETHC,3P82,,MGMT 4P90,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,two credits from,"ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P12,ACTG,2P12,,ADMI 0N90,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 2P91,ITIS,2P91,,FNCE 2P91,and 3P93,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P91,OPER,2P91,,Year 3,Fall Term:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,one credit from,"ACTG , ENTR , FNCE , MGMT , ITIS , MKTG , OBHR , OPER ,",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P40,ACTG,2P40,,ETHC 3P82,one elective credit Year 5 Fall Term:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P21,ACTG,2P21,,and,2P40,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ETHC 3P82,ETHC,3P82,,one-half,Humanities context credit one elective credit (see program notes 1 and 2 ) Spring/Summer Sessions:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P31,ACTG,2P31,,and,3P97,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,one-half,Humanities context credit Winter Term:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P32,ACTG,2P32,,one and one-half elective credits (see,program note 1 ) Year 5 Fall Term:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one elective credit (see,"program note 1 ) Concentration in Entrepreneurship Co-op (Honours only) To concentrate in Entrepreneurship, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 2P91,FNCE,2P91,,and,3P93,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 2P91,ITIS,2P91,,MKTG 2P91,and 3P24,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,two,"ENTR credits numbered 3 (alpha) 90 or above Concentration in Finance Co-op (Honours only) To concentrate in Finance, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, a minimum 70 percent grade in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 3P96,FNCE,3P96,,one-half,Humanities context credit one and one-half elective credit (see program note 1 ) Spring/Summer Sessions:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,MKTG 3P96,"(see program note 5 ) one-half credit from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one-half Humanities context credit one-half elective credits Winter Term:",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one-half,"OBHR credit numbered 3 (alpha) 90 or above one and one-half credits from ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER Concentration in Human Resource Management Co-op (Honours only) To concentrate in Human Resource Management, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, either a minimum 70 percent grade in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,OBHR 3P42,and 3P96 one-half Humanities context credit one-half elective credit Winter Term:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 3P98,ITIS,3P98,,one-half credit from,"ITIS 3 (alpha) 90 or above, OPER 3 (alpha) 90 or above (see program note 4 ) one-half Humanities context credit one elective credit (see program note 1 ) Spring/Summer Sessions:",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P90,MGMT,4P90,,one-half credit numbered from,"ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR , OPER one credit from ITIS 3 (alpha) 90 or above, OPER 3 (alpha) 90 or above (see program note 3 ) one-half elective Concentration in International Business Co-op (Honours only) To concentrate in International Business, students must have a minimum 70 percent major average and a minimum 60 percent non-major average. Year 1",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 4P90,OBHR,4P90,,one-half,Humanities context credit one elective credit (see program note 1 ) Spring/Summer Sessions:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,one-half credit from,"ACTG , ENTR , FNCE , ITIS , MGMT , MKTG , OBHR one of",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 4P90,OBHR,4P90,,one elective credit,"Concentration in Marketing Co-op (Honours only) To concentrate in Marketing, students must have a minimum 70 percent major average, a minimum 60 percent non-major average, either a minimum 70 percent grade in",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,MKTG 4P25,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 3P98,MGMT,3P98,,one,ITIS or OPER 3 (alpha) 90 or above credit (see program note 3 ) one-half Humanities context credit one-half elective credit Winter Term:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P91,OPER,2P91,,"Year 3, 4 and 5:",Contact the Goodman School of Business and Department of Political Science for Co-op program sequencing,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P40,ACTG,2P40,,ENTR 2P91,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ETHC 3P82,ETHC,3P82,,MGMT 3P98,and 4P90,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P51,ACTG,2P51,,ECON 1P91,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ETHC 2P51,ETHC,2P51,,FNCE 2P51,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 2P51,ITIS,2P51,,MGMT 1P93,or,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 2P51,MKTG,2P51,,OBHR 2P51,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P51,OPER,2P51,,Professional Masters Preparation Certificate,"The Goodman School of Business offers a Professional Masters Preparation Certificate in Business (PMPC-Business). This program is designed to prepare international students who have completed undergraduate degrees to successfully pursue studies in business at the graduate level. Eligibility requirements: Undergraduate degree or equivalent with minimum B standing, as required for admission to a graduate Certificate applicants whose first language is not English must provide evidence of proficiency in English as demonstrated through one of the following: TOEFL IBT (Internet-based Test of English as a Foreign Language), Academic IELTS (International Language Testing System) scores. Normally, only those with TOEFL IBT scores of 70 or greater with minimum 16 on Speaking and 19 on Writing; IELTS scores of 6.0 or greater with no sections below 5.5; will be considered for admission. Successful completion of Level 4 of the Brock Intensive English Language Program will also be accepted. Students wishing to pursue conditional admission to graduate programs at the point of application to the Certificate must also submit a full graduate application package for their program of interest. Under exceptional circumstances, a student may be permitted to substitute other relevant course for those that form the usual program with permission of the Associate Dean, Goodman School of Business Undergraduate Programs. See ""Certificate Requirements"" under Academic Regulations. Students must maintain a minimum 70 percent average in the required courses listed below to continue in the certificate program. The Professional Masters Preparation Certificate (Business) will be awarded upon completion of the following courses with a minimum 70 percent overall average:",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P51,ACTG,2P51,,or,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 1P93,MGMT,1P93,,PMPB 6F20,", 6F21 , 6F22 , 6P12 , 6P23 Minor in Business and Management Students in other disciplines can obtain a Minor in Business and Management within their degree program by completing the following courses with a minimum 60 percent overall average:",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P51,ACTG,2P51,,ENTR 2P51,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 2P51,ITIS,2P51,,MKTG 2P51,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 2P51,OBHR,2P51,,OPER 2P51,"Brock/University Articulation Agreement International Double Degree Programs Brock University offers students the opportunity to complete a Double degree program with studies completed at both Brock University and one of four leading business schools overseas: The European Business School, International University Schloss Reichartshausen (EBS) in Germany; ESB Business School, Reutlingen University (Reutlingen) in Germany; NEOMA Business School (Neoma) in France; Dublin City University (DCU) in Ireland and Lancaster University (LU) in England. European Business School (EBS) Brock students will complete the first two and one-half years at Brock and the remaining one and one-half years at EBS. EBS students complete the first one and one-half years at EBS, the next two years at Brock and the remaining one-half year at EBS for completion of a thesis. For Brock students attending European Business School in Year 3 and 4 Year 1 (taken at Brock University)",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P40,ACTG,2P40,,OBHR 3P97,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 3P93,FNCE,3P93,,ECON 2P91,one Sciences context credit Winter Term: taken at European Business School Spring/Summer Sessions: (taken at European Business School) EBS Internship Placement Year 4 taken at European Business School For European Business School Students attending Brock in Years 3 and 4 Years 1 and 2 taken at European Business School Year 3 Fall Term: taken at European Business School Winter Term: (taken at Brock University),,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ITIS 2P91,ITIS,2P91,,ECON 2P91,Spring/Summer Sessions: (taken at Brock University),,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,FNCE 4P05,FNCE,4P05,,",",,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P36,MGMT,4P36,,",",,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MGMT 4P94,MGMT,4P94,,",",,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 4P90,OBHR,4P90,,two and one-half credits from,"ACTG , ENTR , FNCE , ITIS , MKTG , OBHR , OPER numbered 3 (alpha) 90 or above one Humanities context credit one and one-half elective credits Spring Session: (taken at Brock University) One Sciences context credit one elective credit Summer Session: taken at European Business School Dublin City University Brock students will complete the first two years at Brock; two years at Dublin City University and the remaining half year at Brock. Dublin City University students complete the first two years at Dublin, and the next two years at Brock. For Brock students attending Dublin City University in Years 3 and 4 Year 1 (taken at Brock University)",,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 3P24,MKTG,3P24,,OBHR 2P91,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 3P97,OBHR,3P97,,MGMT 3P98,one-half elective credit Spring/Summer Sessions:,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,ACTG 2P40,ACTG,2P40,,ITIS 1P97,and 2P91,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,MKTG 3P24,MKTG,3P24,,MGMT 3P98,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OPER 2P91,OPER,2P91,,OBHR 3P97,one Humanities credit Spring/Summer Sessions: (taken at Brock University),,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
business,business,OBHR 4P90,OBHR,4P90,,ETHC 3P82,,,,,,,2024-2025-Undergraduate-Calendar-Business-2.html
